prefecture_code,target_variable,predictor_variable,frequency_band,applied_lag_days,lag_source
JP-03,incidence_per_100k,rh,trend,0,selected_on_training_period
JP-03,incidence_per_100k,t2m,trend,0,selected_on_training_period
JP-03,incidence_per_100k,t2m_std_anom,trend,0,selected_on_training_period
JP-03,incidence_per_100k,tp,trend,0,selected_on_training_period
JP-03,incidence_per_100k,w2c_event,trend,0,selected_on_training_period
JP-03,incidence_per_100k,w2c_transition_intensity,trend,0,selected_on_training_period
JP-04,cases,ah,annual,0,selected_on_training_period
JP-04,cases,c2w_event,annual,0,constant_predictor_default_zero
JP-04,cases,c2w_transition_intensity,annual,0,constant_predictor_default_zero
JP-04,cases,nw_wind,annual,10,selected_on_training_period
JP-04,cases,rh,annual,0,selected_on_training_period
JP-04,cases,t2m,annual,0,selected_on_training_period
JP-04,cases,t2m_std_anom,annual,0,selected_on_training_period
JP-04,cases,tp,annual,0,selected_on_training_period
JP-04,cases,w2c_event,annual,0,constant_predictor_default_zero
JP-04,cases,w2c_transition_intensity,annual,0,constant_predictor_default_zero
JP-04,cases,ah,high_frequency,5,selected_on_training_period
JP-04,cases,c2w_event,high_frequency,2,selected_on_training_period
JP-04,cases,c2w_transition_intensity,high_frequency,2,selected_on_training_period
JP-04,cases,nw_wind,high_frequency,9,selected_on_training_period
JP-04,cases,rh,high_frequency,8,selected_on_training_period
JP-04,cases,t2m,high_frequency,1,selected_on_training_period
JP-04,cases,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-04,cases,tp,high_frequency,4,selected_on_training_period
JP-04,cases,w2c_event,high_frequency,3,selected_on_training_period
JP-04,cases,w2c_transition_intensity,high_frequency,7,selected_on_training_period
JP-04,cases,ah,interannual,0,selected_on_training_period
JP-04,cases,c2w_event,interannual,0,constant_predictor_default_zero
JP-04,cases,c2w_transition_intensity,interannual,0,constant_predictor_default_zero
JP-04,cases,nw_wind,interannual,0,selected_on_training_period
JP-04,cases,rh,interannual,0,selected_on_training_period
JP-04,cases,t2m,interannual,0,selected_on_training_period
JP-04,cases,t2m_std_anom,interannual,0,selected_on_training_period
JP-04,cases,tp,interannual,0,constant_predictor_default_zero
JP-04,cases,w2c_event,interannual,0,selected_on_training_period
JP-04,cases,w2c_transition_intensity,interannual,0,selected_on_training_period
JP-04,cases,ah,seasonal_subannual,22,selected_on_training_period
JP-04,cases,c2w_event,seasonal_subannual,16,selected_on_training_period
JP-04,cases,c2w_transition_intensity,seasonal_subannual,14,selected_on_training_period
JP-04,cases,nw_wind,seasonal_subannual,4,selected_on_training_period
JP-04,cases,rh,seasonal_subannual,13,selected_on_training_period
JP-04,cases,t2m,seasonal_subannual,0,selected_on_training_period
JP-04,cases,t2m_std_anom,seasonal_subannual,0,selected_on_training_period
JP-04,cases,tp,seasonal_subannual,5,selected_on_training_period
JP-04,cases,w2c_event,seasonal_subannual,30,selected_on_training_period
JP-04,cases,w2c_transition_intensity,seasonal_subannual,30,selected_on_training_period
JP-04,cases,ah,semiannual,30,selected_on_training_period
JP-04,cases,c2w_event,semiannual,30,selected_on_training_period
JP-04,cases,c2w_transition_intensity,semiannual,30,selected_on_training_period
JP-04,cases,nw_wind,semiannual,0,selected_on_training_period
JP-04,cases,rh,semiannual,0,selected_on_training_period
JP-04,cases,t2m,semiannual,17,selected_on_training_period
JP-04,cases,t2m_std_anom,semiannual,9,selected_on_training_period
JP-04,cases,tp,semiannual,30,selected_on_training_period
JP-04,cases,w2c_event,semiannual,30,selected_on_training_period
JP-04,cases,w2c_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-04,cases,ah,subseasonal,21,selected_on_training_period
JP-04,cases,c2w_event,subseasonal,8,selected_on_training_period
JP-04,cases,c2w_transition_intensity,subseasonal,7,selected_on_training_period
JP-04,cases,nw_wind,subseasonal,1,selected_on_training_period
JP-04,cases,rh,subseasonal,1,selected_on_training_period
JP-04,cases,t2m,subseasonal,16,selected_on_training_period
JP-04,cases,t2m_std_anom,subseasonal,21,selected_on_training_period
JP-04,cases,tp,subseasonal,20,selected_on_training_period
JP-04,cases,w2c_event,subseasonal,8,selected_on_training_period
JP-04,cases,w2c_transition_intensity,subseasonal,7,selected_on_training_period
JP-04,cases,ah,trend,0,selected_on_training_period
JP-04,cases,c2w_event,trend,0,selected_on_training_period
JP-04,cases,c2w_transition_intensity,trend,0,selected_on_training_period
JP-04,cases,nw_wind,trend,0,selected_on_training_period
JP-04,cases,rh,trend,0,selected_on_training_period
JP-04,cases,t2m,trend,0,selected_on_training_period
JP-04,cases,t2m_std_anom,trend,0,selected_on_training_period
JP-04,cases,tp,trend,0,selected_on_training_period
JP-04,cases,w2c_event,trend,0,selected_on_training_period
JP-04,cases,w2c_transition_intensity,trend,0,selected_on_training_period
JP-04,incidence_per_100k,ah,annual,0,selected_on_training_period
JP-04,incidence_per_100k,c2w_event,annual,0,constant_predictor_default_zero
JP-04,incidence_per_100k,c2w_transition_intensity,annual,0,constant_predictor_default_zero
JP-04,incidence_per_100k,nw_wind,annual,10,selected_on_training_period
JP-04,incidence_per_100k,rh,annual,0,selected_on_training_period
JP-04,incidence_per_100k,t2m,annual,0,selected_on_training_period
JP-04,incidence_per_100k,t2m_std_anom,annual,0,selected_on_training_period
JP-04,incidence_per_100k,tp,annual,0,selected_on_training_period
JP-04,incidence_per_100k,w2c_event,annual,0,constant_predictor_default_zero
JP-04,incidence_per_100k,w2c_transition_intensity,annual,0,constant_predictor_default_zero
JP-04,incidence_per_100k,ah,high_frequency,5,selected_on_training_period
JP-04,incidence_per_100k,c2w_event,high_frequency,2,selected_on_training_period
JP-04,incidence_per_100k,c2w_transition_intensity,high_frequency,2,selected_on_training_period
JP-04,incidence_per_100k,nw_wind,high_frequency,9,selected_on_training_period
JP-04,incidence_per_100k,rh,high_frequency,8,selected_on_training_period
JP-04,incidence_per_100k,t2m,high_frequency,1,selected_on_training_period
JP-04,incidence_per_100k,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-04,incidence_per_100k,tp,high_frequency,4,selected_on_training_period
JP-04,incidence_per_100k,w2c_event,high_frequency,3,selected_on_training_period
JP-04,incidence_per_100k,w2c_transition_intensity,high_frequency,7,selected_on_training_period
JP-04,incidence_per_100k,ah,interannual,0,selected_on_training_period
JP-04,incidence_per_100k,c2w_event,interannual,0,constant_predictor_default_zero
JP-04,incidence_per_100k,c2w_transition_intensity,interannual,0,constant_predictor_default_zero
JP-04,incidence_per_100k,nw_wind,interannual,0,selected_on_training_period
JP-04,incidence_per_100k,rh,interannual,0,selected_on_training_period
JP-04,incidence_per_100k,t2m,interannual,0,selected_on_training_period
JP-04,incidence_per_100k,t2m_std_anom,interannual,0,selected_on_training_period
JP-04,incidence_per_100k,tp,interannual,0,constant_predictor_default_zero
JP-04,incidence_per_100k,w2c_event,interannual,0,selected_on_training_period
JP-04,incidence_per_100k,w2c_transition_intensity,interannual,0,selected_on_training_period
JP-04,incidence_per_100k,ah,seasonal_subannual,22,selected_on_training_period
JP-04,incidence_per_100k,c2w_event,seasonal_subannual,16,selected_on_training_period
JP-04,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,14,selected_on_training_period
JP-04,incidence_per_100k,nw_wind,seasonal_subannual,4,selected_on_training_period
JP-04,incidence_per_100k,rh,seasonal_subannual,12,selected_on_training_period
JP-04,incidence_per_100k,t2m,seasonal_subannual,20,selected_on_training_period
JP-04,incidence_per_100k,t2m_std_anom,seasonal_subannual,0,selected_on_training_period
JP-04,incidence_per_100k,tp,seasonal_subannual,5,selected_on_training_period
JP-04,incidence_per_100k,w2c_event,seasonal_subannual,30,selected_on_training_period
JP-04,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,30,selected_on_training_period
JP-04,incidence_per_100k,ah,semiannual,30,selected_on_training_period
JP-04,incidence_per_100k,c2w_event,semiannual,28,selected_on_training_period
JP-04,incidence_per_100k,c2w_transition_intensity,semiannual,30,selected_on_training_period
JP-04,incidence_per_100k,nw_wind,semiannual,0,selected_on_training_period
JP-04,incidence_per_100k,rh,semiannual,0,selected_on_training_period
JP-04,incidence_per_100k,t2m,semiannual,19,selected_on_training_period
JP-04,incidence_per_100k,t2m_std_anom,semiannual,6,selected_on_training_period
JP-04,incidence_per_100k,tp,semiannual,30,selected_on_training_period
JP-04,incidence_per_100k,w2c_event,semiannual,30,selected_on_training_period
JP-04,incidence_per_100k,w2c_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-04,incidence_per_100k,ah,subseasonal,21,selected_on_training_period
JP-04,incidence_per_100k,c2w_event,subseasonal,8,selected_on_training_period
JP-04,incidence_per_100k,c2w_transition_intensity,subseasonal,7,selected_on_training_period
JP-04,incidence_per_100k,nw_wind,subseasonal,6,selected_on_training_period
JP-04,incidence_per_100k,rh,subseasonal,1,selected_on_training_period
JP-04,incidence_per_100k,t2m,subseasonal,21,selected_on_training_period
JP-04,incidence_per_100k,t2m_std_anom,subseasonal,21,selected_on_training_period
JP-04,incidence_per_100k,tp,subseasonal,16,selected_on_training_period
JP-04,incidence_per_100k,w2c_event,subseasonal,8,selected_on_training_period
JP-04,incidence_per_100k,w2c_transition_intensity,subseasonal,7,selected_on_training_period
JP-04,incidence_per_100k,ah,trend,0,selected_on_training_period
JP-04,incidence_per_100k,c2w_event,trend,0,selected_on_training_period
JP-04,incidence_per_100k,c2w_transition_intensity,trend,0,selected_on_training_period
JP-04,incidence_per_100k,nw_wind,trend,0,selected_on_training_period
JP-04,incidence_per_100k,rh,trend,0,selected_on_training_period
JP-04,incidence_per_100k,t2m,trend,0,selected_on_training_period
JP-04,incidence_per_100k,t2m_std_anom,trend,0,selected_on_training_period
JP-04,incidence_per_100k,tp,trend,0,selected_on_training_period
JP-04,incidence_per_100k,w2c_event,trend,0,selected_on_training_period
JP-04,incidence_per_100k,w2c_transition_intensity,trend,0,selected_on_training_period
JP-05,cases,ah,annual,0,selected_on_training_period
JP-05,cases,c2w_event,annual,0,constant_predictor_default_zero
JP-05,cases,c2w_transition_intensity,annual,0,constant_predictor_default_zero
JP-05,cases,nw_wind,annual,5,selected_on_training_period
JP-05,cases,rh,annual,0,selected_on_training_period
JP-05,cases,t2m,annual,0,selected_on_training_period
JP-05,cases,t2m_std_anom,annual,0,selected_on_training_period
JP-05,cases,tp,annual,0,selected_on_training_period
JP-05,cases,w2c_event,annual,26,selected_on_training_period
JP-05,cases,w2c_transition_intensity,annual,15,selected_on_training_period
JP-05,cases,ah,high_frequency,13,selected_on_training_period
JP-05,cases,c2w_event,high_frequency,13,selected_on_training_period
JP-05,cases,c2w_transition_intensity,high_frequency,6,selected_on_training_period
JP-05,cases,nw_wind,high_frequency,14,selected_on_training_period
JP-05,cases,rh,high_frequency,0,selected_on_training_period
JP-05,cases,t2m,high_frequency,7,selected_on_training_period
JP-05,cases,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-05,cases,tp,high_frequency,9,selected_on_training_period
JP-05,cases,w2c_event,high_frequency,2,selected_on_training_period
JP-05,cases,w2c_transition_intensity,high_frequency,14,selected_on_training_period
JP-05,cases,ah,interannual,0,selected_on_training_period
JP-05,cases,c2w_event,interannual,0,constant_predictor_default_zero
JP-05,cases,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-05,cases,nw_wind,interannual,0,selected_on_training_period
JP-05,cases,rh,interannual,0,selected_on_training_period
JP-05,cases,t2m,interannual,0,selected_on_training_period
JP-05,cases,t2m_std_anom,interannual,0,selected_on_training_period
JP-05,cases,tp,interannual,0,selected_on_training_period
JP-05,cases,w2c_event,interannual,0,selected_on_training_period
JP-05,cases,w2c_transition_intensity,interannual,0,selected_on_training_period
JP-05,cases,ah,seasonal_subannual,15,selected_on_training_period
JP-05,cases,c2w_event,seasonal_subannual,10,selected_on_training_period
JP-05,cases,c2w_transition_intensity,seasonal_subannual,9,selected_on_training_period
JP-05,cases,nw_wind,seasonal_subannual,1,selected_on_training_period
JP-05,cases,rh,seasonal_subannual,10,selected_on_training_period
JP-05,cases,t2m,seasonal_subannual,15,selected_on_training_period
JP-05,cases,t2m_std_anom,seasonal_subannual,17,selected_on_training_period
JP-05,cases,tp,seasonal_subannual,12,selected_on_training_period
JP-05,cases,w2c_event,seasonal_subannual,12,selected_on_training_period
JP-05,cases,w2c_transition_intensity,seasonal_subannual,10,selected_on_training_period
JP-05,cases,ah,semiannual,30,selected_on_training_period
JP-05,cases,c2w_event,semiannual,0,selected_on_training_period
JP-05,cases,c2w_transition_intensity,semiannual,0,selected_on_training_period
JP-05,cases,nw_wind,semiannual,30,selected_on_training_period
JP-05,cases,rh,semiannual,30,selected_on_training_period
JP-05,cases,t2m,semiannual,0,selected_on_training_period
JP-05,cases,t2m_std_anom,semiannual,0,selected_on_training_period
JP-05,cases,tp,semiannual,30,selected_on_training_period
JP-05,cases,w2c_event,semiannual,0,constant_predictor_default_zero
JP-05,cases,w2c_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-05,cases,ah,subseasonal,3,selected_on_training_period
JP-05,cases,c2w_event,subseasonal,7,selected_on_training_period
JP-05,cases,c2w_transition_intensity,subseasonal,15,selected_on_training_period
JP-05,cases,nw_wind,subseasonal,16,selected_on_training_period
JP-05,cases,rh,subseasonal,8,selected_on_training_period
JP-05,cases,t2m,subseasonal,21,selected_on_training_period
JP-05,cases,t2m_std_anom,subseasonal,20,selected_on_training_period
JP-05,cases,tp,subseasonal,10,selected_on_training_period
JP-05,cases,w2c_event,subseasonal,0,selected_on_training_period
JP-05,cases,w2c_transition_intensity,subseasonal,0,selected_on_training_period
JP-05,cases,ah,trend,0,selected_on_training_period
JP-05,cases,c2w_event,trend,0,selected_on_training_period
JP-05,cases,c2w_transition_intensity,trend,0,selected_on_training_period
JP-05,cases,nw_wind,trend,0,selected_on_training_period
JP-05,cases,rh,trend,0,selected_on_training_period
JP-05,cases,t2m,trend,0,selected_on_training_period
JP-05,cases,t2m_std_anom,trend,0,selected_on_training_period
JP-05,cases,tp,trend,0,selected_on_training_period
JP-05,cases,w2c_event,trend,0,constant_predictor_default_zero
JP-05,cases,w2c_transition_intensity,trend,0,constant_predictor_default_zero
JP-05,incidence_per_100k,ah,annual,0,selected_on_training_period
JP-05,incidence_per_100k,c2w_event,annual,0,constant_predictor_default_zero
JP-05,incidence_per_100k,c2w_transition_intensity,annual,0,constant_predictor_default_zero
JP-05,incidence_per_100k,nw_wind,annual,5,selected_on_training_period
JP-05,incidence_per_100k,rh,annual,0,selected_on_training_period
JP-05,incidence_per_100k,t2m,annual,0,selected_on_training_period
JP-05,incidence_per_100k,t2m_std_anom,annual,0,selected_on_training_period
